Source,Date,Time,Model,Type,Study Date Range,Study Time Range,Longitude,Latitude,Unit
Vasari v1.0,6/13/2014,7:48 PM,SolarRadiationToPanels_Sample.rvt,Average,"3/20/2010,3/20/2010","12:00 PM,12:00 PM",-71.0329971313477,42.2130012512207,kWh/m²

Analysis point index,Insolation value,point x,point y,point z,normal x,normal y,normal z
119,0.448109710693359,0.29195943587586,-1.69063092164352,63.5790105591953,0,-0.9955599,0.09413037
120,0.429425201416016,4.26325752233612,-7.51987425918188,1.92663668361198,0,-0.9955599,0.09413037
121,0.430178894042969,4.26325752233612,-7.15554655058574,5.77991005083594,0,-0.9955599,0.09413037
122,0.431528045654297,4.26325752233612,-6.79121884198959,9.6331834180599,0,-0.9955599,0.09413037
123,0.433291168212891,4.26325752233612,-6.42689113339344,13.4864567852839,0,-0.9955599,0.09413037
124,0.435352386474609,4.26325752233612,-6.06256342479729,17.3397301525078,0,-0.9955599,0.09413037
125,0.437529937744141,4.26325752233612,-5.69823571620115,21.1930035197318,0,-0.9955599,0.09413037
126,0.440151519775391,4.26325752233612,-5.333908007605,25.0462768869557,0,-0.9955599,0.09413037
127,0.442763549804688,4.26325752233612,-4.96958029900885,28.8995502541797,0,-0.9955599,0.09413037
128,0.444875427246094,4.26325752233612,-4.6052525904127,32.7528236214037,0,-0.9955599,0.09413037
129,0.446637237548828,4.26325752233612,-4.24092488181656,36.6060969886276,0,-0.9955599,0.09413037
130,0.448109710693359,4.26325752233612,-3.87659717322041,40.4593703558516,0,-0.9955599,0.09413037
131,0.448109710693359,4.26325752233612,-3.51226946462426,44.3126437230755,0,-0.9955599,0.09413037
132,0.448109710693359,4.26325752233612,-3.14794175602811,48.1659170902995,0,-0.9955599,0.09413037
133,0.448109710693359,4.26325752233612,-2.78361404743196,52.0191904575234,0,-0.9955599,0.09413037
134,0.448109710693359,4.26325752233612,-2.41928633883582,55.8724638247474,0,-0.9955599,0.09413037
135,0.448109710693359,4.26325752233612,-2.05495863023967,59.7257371919714,0,-0.9955599,0.09413037
136,0.448109710693359,4.26325752233612,-1.69063092164352,63.5790105591953,0,-0.9955599,0.09413037
137,0.428469329833984,8.23455560879638,-7.51987425918188,1.92663668361198,0,-0.9955599,0.09413037
138,0.429874847412109,8.23455560879638,-7.15554655058574,5.77991005083594,0,-0.9955599,0.09413037
139,0.431313262939453,8.23455560879638,-6.79121884198959,9.6331834180599,0,-0.9955599,0.09413037
140,0.433670806884766,8.23455560879638,-6.42689113339344,13.4864567852839,0,-0.9955599,0.09413037
141,0.435759796142578,8.23455560879638,-6.06256342479729,17.3397301525078,0,-0.9955599,0.09413037
142,0.438129821777344,8.23455560879638,-5.69823571620115,21.1930035197318,0,-0.9955599,0.09413037
143,0.440593383789062,8.23455560879638,-5.333908007605,25.0462768869557,0,-0.9955599,0.09413037
144,0.443059295654297,8.23455560879638,-4.96958029900885,28.8995502541797,0,-0.9955599,0.09413037
145,0.44500927734375,8.23455560879638,-4.6052525904127,32.7528236214037,0,-0.9955599,0.09413037
146,0.44675732421875,8.23455560879638,-4.24092488181656,36.6060969886276,0,-0.9955599,0.09413037
147,0.448109710693359,8.23455560879638,-3.87659717322041,40.4593703558516,0,-0.9955599,0.09413037
148,0.448109710693359,8.23455560879638,-3.51226946462426,44.3126437230755,0,-0.9955599,0.09413037
149,0.448109710693359,8.23455560879638,-3.14794175602811,48.1659170902995,0,-0.9955599,0.09413037
150,0.448109710693359,8.23455560879638,-2.78361404743196,52.0191904575234,0,-0.9955599,0.09413037
151,0.448109710693359,8.23455560879638,-2.41928633883582,55.8724638247474,0,-0.9955599,0.09413037
152,0.448109710693359,8.23455560879638,-2.05495863023967,59.7257371919714,0,-0.9955599,0.09413037
153,0.448109710693359,8.23455560879638,-1.69063092164352,63.5790105591953,0,-0.9955599,0.09413037
154,0.428829833984375,12.2058536952567,-7.51987425918188,1.92663668361198,0,-0.9955599,0.09413037
155,0.430355133056641,12.2058536952567,-7.15554655058574,5.77991005083594,0,-0.9955599,0.09413037
156,0.432119842529297,12.2058536952567,-6.79121884198959,9.6331834180599,0,-0.9955599,0.09413037
157,0.434168823242188,12.2058536952567,-6.42689113339344,13.4864567852839,0,-0.9955599,0.09413037
158,0.436361511230469,12.2058536952567,-6.06256342479729,17.3397301525078,0,-0.9955599,0.09413037
159,0.438618286132813,12.2058536952567,-5.69823571620115,21.1930035197318,0,-0.9955599,0.09413037
160,0.441177154541016,12.2058536952567,-5.333908007605,25.0462768869557,0,-0.9955599,0.09413037
161,0.443762115478516,12.2058536952567,-4.96958029900885,28.8995502541797,0,-0.9955599,0.09413037
162,0.445365661621094,12.2058536952567,-4.6052525904127,32.7528236214037,0,-0.9955599,0.09413037
163,0.447096282958984,12.2058536952567,-4.24092488181656,36.6060969886276,0,-0.9955599,0.09413037
